ID;Kitab;Sanad;Matan
457;Musnad Syafi'i 457;Sufyan bin Uyainah mengabarkan kepada kami dari Hisyam bin Urwah, dari ayahnya, dari Abu Hamid As-Sa'idi , ia berkata, “Mataku melihat dan telingaku mendengar Rasulullah , yakni mengatakan hal yang sama dengan hadis di atas. Tanyakanlah kepada Zaid bin Tsabit.” Yakni: Hadis semisalnya. 461;
458;Musnad Syafi'i 458;Muhammad bin Utsman bin Shafwan Al Jumahi mengabarkan kepada kami dari Hisyam bin Urwah, dari ayahnya, dari Aisyah  bahwa Rasulullah  pernah bersabda, “Tidak sekali-kali zakat bercampur dengan suatu harta, melainkan zakat pasti menghancurkannya.” 462;
459;Musnad Syafi'i 459;Malik bin Anas mengabaikan kepada kami dari Zaid bin Aslam, dari ayahnya bahwa ia pernah berkata kepada Umar bin Khaththab, “Sesungguhnya di antara ternak ini terdapat unta yang buta.” Umar bertanya, “Apakah ternak ini berasal dari ternak jizyah atau ternak zakat?” Aslam menjawab, “Dari ternak jizyah.” Aslam berkata pula, “Sesungguhnya pada ternak ini terdapat cap jizyah.” 463;
460;Musnad Syafi'i 460;Ibnu Uyainah mengabarkan kepada kami dari Thawus, dari ayahnya, ia mengatakan: Rasulullah  mengangkat Ubadah bin Shamit menjadi amil zakat, maka beliau  bersabda, “Bertakwalah kepada Allah, hai Abu Walid, jangan sampai engkau datang di hari Kiamat dengan membawa unta yang kamu panggul di pundakmu, sedangkan ia mengeluarkan suaranya, atau sapi yang mengeluarkan suaranya, atau kambing yang mengeluarkan suara embikannya.” Lalu Ubadah berkata, “Wahai Rasulullah! Apakah hal tersebut memang demikian?” Rasulullah  menjawab, “Ya, demi Tuhan yang jiwaku berada dalam genggaman kekuasaan-Nya, kecuali orang yang dibelaskasihani oleh Allah.” Ubadah berkata, “Demi Tuhan yang mengutusmu dengan hak, aku akan melakukan tugas ini tanpa imbalan apapun untuk selamanya.” 464;
461;Musnad Syafi'i 461;Sufyan bin Uyainah mengabarkan kepada kami dari Ibnu Ajian, dari Sa'id bin Yasar , dari Abu Hurairah, ia mengatakan: Aku pernah mendengar Abu Qasim  bersabda, “Demi Tuhan yang jiwaku berada dalam genggaman kekuasaan-Nya, tidak sekali-kali seorang hamba mengeluarkan sedekah dari penghasilan yang halal —dan Allah tidak mau menerima kecuali yang halal serta tidak akan naik ke langit kecuali yang halal— melainkan seakan-akan ia menyerahkannya ke haribaan Tuhan Yang Maha Pemurah, lalu Allah membesarkannya untuk dia sebagaimana seseorang di antara kalian membesarkan anak kudanya, sehingga sesuap makanan benar-benar akan datang di hari Kiamat, bentuknya seakan-akan seperti gunung yang besar.” Kemudian Nabi  membacakan firman-Nya, “Bahwa Allah menerima tobat hamba-hamba-Nya dan menerima zakat. ” (Qs. At Taubah [9]: 104) 465;
462;Musnad Syafi'i 462;Sufyan mengabarkan kepada kami dari Abu Az-Zinad, dari Al A'raj, dari Abu Hurairah , ia mengatakan bahwa Rasulullah  telah bersabda,;"Perumpamaan orang yang menafkahkan hartanya dan orang yang kikir sama dengan dua orang lelaki yang memakai jubah atau memakai baju besi dari kedua telapak kaki hingga ke lehernya Apabila orang yang berinfak hendak menginfakkan hartanya, maka bajunya itu terasa melebar atau longgar, hingga jari-jemarinya tertutupi dan jejak-jejaknya terhapus olehnya. Tetapi apabila orang yang kikir hendak menginfakkan hartanya, bajunya itu menyempit dan setiap belahannya menempel ketat pada tempatnya masing-masing, hingga mencekik leher atau tenggorokkannya; dia berupaya untuk melonggarkannya, tetapi bajunya itu tidak mau longgar.”466"
463;Musnad Syafi'i 463;Sufyan mengabarkan kepada kami dari Ibnu Juraij, dari Al Hasan bin Muslim, dari Thawus, dari Abu Hurairah, dari Nabi  dengan redaksi hadis yang semisal, hanya di dalamnya disebutkan bahwa Nabi  bersabda, “Dan dia (orang bakhil) berupaya ingin melonggarkan bajunya, tetapi bajunya tidak mau longgar.”467;
464;Musnad Syafi'i 464;Sufyan dari Hisyam dari Urwah dari bapaknya dari Ibunya, Asma' bin Abu Bakar, ia berkata,;"Ibuku pernah mendatangiku, dan ia adalah wanita yang menyukai masa kejahiliyahan, lalu aku bertanya kepada Rasulullah SAW, ""Apakah aku boleh menyambung silaturrahmi?"" beliau menjawab, ""Ya.""468"
465;Musnad Syafi'i 465;"Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar:Di masa Rasulullah , ia menceraikan isterinya yang sedang haid. Umar berkata, “Lalu aku bertanya kepada Rasulullah mengenai hal tersebut, maka beliau menjawab, 'Perintahkanlah dia agar merujuknya, kemudian hendaklah ia memegangnya hingga suci, lalu haid lagi, keudian suci lagi (Sesudah itu), jika ia enghendaki ia boleh tetap memegangnya; dan jika ia suka menceraikannya, ia boleh menceraikannya sebelum mencampurinya. Yang demikian itu merupakan iddah yang telah diperintahkan oleh Allah bila wanita diceraikan'.” 469";
466;Musnad Syafi'i 466;Muslim dan Sa'id bin Sal ini mengabarkan kepada kami dan Ibnu Juraij, Abu Zubair mengabarkan kepadaku, ia pernah mendengar dari Abdurrahman bin Aiman mantan budak Azzah ketika bertanya kepada Abdullah bin Amr, sedangkan Abu Zubair mendengarnya secara langsung. Abdurrahman berkata, “Bagaimanakah pendapatmu tentang seorang lelaki yang menceraikan istrinya yang sedang haid?” Ibnu Amr menjawab, “Abdullah bin 'Umar pernah menceraikan istrinya yang sedang haid, maka Nabi  bersabda, 'Perintahkanlah kepadanya agar merujuk istrinya. Apabila istrinya telah suci, ia boleh menceraikannya atau tetap memegangnya sebagai istri” Ibnu Umar berkata, “Allah 'Azza wa Jalla telah berfirman, 'Hai Nabi, apabila kamu menceraikan istri-istrimu, hendaklah kamu ceraikan mereka pada waktu mereka dapat (menghadapi) iddahnya (yang wajar)'.” (Qs. Ath-Talaq [65]: 1);
467;Musnad Syafi'i 467;Muslim dan Sa'id bin Salim mengabarkan kepada kami dari Ibnu Juraij, dari Mujahid bahwa ia membaca ayat tersebut seperti itu. --Yakni: Liqabli 'iddatihinna--.471;
468;Musnad Syafi'i 468;Malik bin Anas mengabarkan kepada kami dari Ibnu Syihab, dari Muhammad bin Abdurrahman bin Tsauban, dari Muhammad bin Iyas bin Bakri, ia berkata, “Seorang lelaki menceraikan istrinya 3 kali sebelum ia bercampur dengannya, kemudian lelaki itu bermaksud mengawininya kembali. Lalu ia datang meminta fatwa dan bertanya kepada Abu Hurairah dan Abdullah bin Abbas , maka keduanya menjawab, “Kami berpendapat, kamu tidak boleh nikah dengannya sebelum dia kawin dengan suami selain engkau.” Lelaki itu berkata, “Sesungguhnya thalakku kepadanya hanya sekali ” Ibnu Abbas berkata, “Sesungguhnya engkau telah menghambur-hamburkan kelebihan yang ada di tanganmu.,” 472;
469;Musnad Syafi'i 469;Malik mengabarkan kepada kami dari Yahya bin Sa'id, dari Bukair bin Abdullah bin Al Asyaj, dari An-Nu'man bin Abu Ayyasy Az-Zuraqi, dari Atha' bin Yasar, ia mengatakan: Seorang lelaki datang meminta fatwa kepada Abdullah bin Amr mengenai seorang lelaki yang menceraikan istrinya dengan 3 kali thalak sebelum menyentuhnya (menyetubuhinya). Atha mengatakan: Maka aku berkata, “Sesungguhnya thalak bagi perawan itu hanya sekali.” Abdullah bin Amr berkata, “Sesungguhnya engkau bermaksud bahwa thalak sekali memutuskannya, dan thalak 3 kali mengharamkannya sebelum kawin dengan lelaki lain.” 473;
470;Musnad Syafi'i 470;Malik mengabarkan kepada kami dari Abduilah bin Dinar, dari Abduilah bin Umar , bahwa Rasulullah  pernah bersabda, “Sebulan adalah 29 hari, maka janganlah kamu puasa sebelum melihat hilal, jangan pula kalian berbuka (berhenti puasa) sebelum melihatnya Apabila kalian mengalami cuaca yang berawan, maka lengkapkanlah bilangan hari menjadi 30 hari.“474;
471;Musnad Syafi'i 471;Abdul Aziz bin Muhammad Ad-Darawardi mengabarkan kepada kami dari Muhammad bin Abdullah bin Amr bin Utsman. dari ibunya, Fathimah binti Husain: Bahwa ada seorang lelaki mengucapkan kesaksiannya di hadapan Khalifah Ali bahwa ia telah melihat hilal bulan Ramadhan. Maka Khalifah Ali berpuasa — menurut dugaanku dia (perawi) mengatakan— dan Khalifah Ali memerintahkan kepada orang-orang untuk berpuasa, lalu ia berkata.;"Aku berpuasa satu hari di bulan Syaban lebih aku sukai daripada berbuka sehari di bulan Ramadhan.” Sesudah itu Asy-Syafi'i berkata. ""Kesaksian untuk bulan Ramadhan hanya boleh dilakukan oleh 2 orang saksi.” 475"
472;Musnad Syafi'i 472;Malik mengabarkan kepada kami dari Zaid bin Aslam, dari saudaranya, Khalid bin Aslam: Bahwa Umar bin al Khaththab berbuka dalam suatu hari yang mendung di bulan Ramadhan, ia menduga bahwa hari telah petang dan matahari telah terbenam. Lalu datanglah seorang lelaki dan berkata, “Wahai Amirul Mukminin, matahari masih ada.” Maka Umar bin Khaththab menjawab, “Perkaranya mudah saja.” 476;
473;Musnad Syafi'i 473;Malik mengabarkan kepada kami dari Abu Hazim bin Dinar, dari Sahl bin Sa'd As-Sa'idi  bahwa Nabi  pernah bersabda, “Umatku masih tetap dalam keadaan baik selagi mereka menyegerakan berbuka.”477;
474;Musnad Syafi'i 474;Malik mengabarkan kepada kami dari Ibnu Syibab, dari Humaid bin Abdurrahman bin Auf: Bahwa Umar dan Utsman  selalu shalat Maghrib lebih dahulu di saat keduanya melihat malam mulai gelap, kemudian baru berbuka sesudah shalat, yang demikian itu dilakukan dalam bulan Ramadhan. 478;
475;Musnad Syafi'i 475;Malik mengabarkan kepada kami dari Nafi' dari Ibnu Umar. Bahwa ia pernah berbekam ketika sedang berpuasa, setelah itu ia tidak melakukannya lagi.;479
476;Musnad Syafi'i 476;"Asy-Syafi'i RH berkata, “Barangsiapa yang sengaja muntah ketika sedang berpuasa, maka ia wajib mengqadha puasanya; dan barangsiapa yang terpaksa muntah, tidak ada qadha baginya.” 480 Dengan isnad ini Malik mengabarkan kepada kami, dari Nafi' dari Ibnu Umar RA.";
477;Musnad Syafi'i 477;Malik mengabarkan kepada kami dari Abdullah bin Abdurrahman bin Ma'mar, dari Abu Yunus bekas budak Aisyah, dari Aisyah : Bahwa seorang lelaki bertanya kepada Nabi , sedangkan ia mendengar —pembicaraannya—, “Sesungguhnya aku bangun di pagi hari dalam keadaan junub, sedangkan aku bermaksud puasa.” Maka Nabi  bersabda, “Aku pun pernah bangun di pagi hari dalam keadaan junub, sedangkan aku bermaksud untuk puasa, maka aku mandi, kemudian melakukan puasa di hari itu.” Lelaki itu berkata, “Sesungguhnya engkau tidak seperti kami, Allah telah mengampuni semua dosamu yang terdahulu dan yang akan datang.” Maka Rasulullah  marah dan bersabda,;Demi Allah, sesungguhnya aku benar-benar berharap agar aku menjadi orang yang paling takut kepada Allah di antara kalian dan yang paling mengetahui terhadap hal-hal yang harus aku hindari.” 481
478;Musnad Syafi'i 478;Malik mengabarkan kepada kami dari Hisyam bin Urwah, dari ayahnya, dari Aisyah bahwa ia pernah berkata, “Sesungguhnya Rasulullah  benar-benar pernah mencium istrinya di saat beliau sedang puasa.” Kemudian Aisyah tertawa. 482;
479;Musnad Syafi'i 479;Malik mengabarkan kepada kami dari Zaid bin Aslam, dari Atha' bin Yasar: Ibnu Abbas  pernah ditanya mengenai ciuman yang dilakukan oleh orang yang sedang puasa, maka ia memberikan rukhshah bagi orang yang telah lanjut usia dan memakruhkannya bagi orang yang masih muda. 483;
480;Musnad Syafi'i 480;Malik mengabarkan kepada kami dari Ibnu Syihab, dari Humaid bin Abdurrahman, dari Abu Hurairah: Bahwa ada seorang lelaki yang batal puasa Ramadhannya, maka Rasulullah memerintahkannya agar memerdekakan seorang budak, atau puasa 2 bulan berturut-turut, atau memberi makan 60 orang miskin. Lalu lelaki itu berkata, “Sesungguhnya aku orang yang miskin.” Nabi  menerima kiriman satu araq kurma, maka beliau bersabda, “Ambillah ini dan sedekahkanlah!” Lelaki itu berkata, “Wahai Rasulullah! Tidak ada seorang pun yang lebih memerlukannya daripada aku.” Maka Nabi  tertawa hingga gigi serinya kelihatan, kemudian bersabda, “Makanlah kurma itu.”484  Asy-Syafi'i  berkata,;Batalnya adalah kerena jimak.
481;Musnad Syafi'i 481;Malik mengabarkan kepada kami dari Atha' Al Khurasani, dari Sa'id bin Al Musayyab, ia mengatakan: Seorang Arab badui datang kepada Nabi  seraya menjambaki rambutnya dan memukuli lehernya, lalu berkata, “Celakalah orang yang jauh dari kebaikan.” Maka Nabi  bertanya, “Mengapa demikian?;"la menjawab, “Aku telah bersetubuh dengan istriku di bulan Ramadhan ketika aku sedang puasa (yakni di siang harinya).” Rasulullah SAW menjawab, “Apakah engkau mampu memerdekakan seorang budak?” Ia menjawab, “Tidak.” Nabi  bertanya, “Apakah engkau mampu mengurbankan seekor unta?” Ia menjawab, “Tidak.” Nabi  bersabda, “Duduklah."" Sa'id bin Musayyab melanjutkan kisahnya: Kemudian Nabi  menerima kiriman berupa sepikul kurma, lalu beliau bersabda, “Ambillah ini dan sedekahkanlah!” Lelaki itu menjawab, “Tidak ada seorang pun yang lebih miskin daripada aku.” Nabi  bersabda, “Kalau demikian, makanlah olehmu dan puasalah sebagai qadha dari hari yang engkau batalkan itu.” Atha mengatakan: Lalu aku bertanya kepada Sa'id , “Berapakah isi satu araq (satu pikul) itu? Sa id menjawab, “antara 15 sampai 20 sha'.' 485"
482;Musnad Syafi'i 482;Malik mengabarkan kepada kami dari Hisyam bin Urwah, dari ayahnya, dari Aisyah : Bahwa Hamzah bin Amr Al Aslami pernah bertanya, “Wahai Rasulullah! Bolehkah aku puasa dalam perjalanan?“ Sedangkan ia adalah orang yang sering puasa. Maka Rasulullah  menjawab,;"Jika kamu menginginkan puasa, puasalah; dan jika kamu menginginkan tidak puasa, maka berbukalah.”486"
483;Musnad Syafi'i 483;Malik mengabarkan kepada kami dari Humaid Ath-Thawil, dari Anas bin Malik , ia berkata, “Kami pernah melakukan perjalanan bersama Rasulullah  di bulan Ramadhan, maka orang yang berpuasa tidak mencela orang yang berbuka, dan orang yang berbuka pun tidak mencela orang yang berpuasa.” 487;
484;Musnad Syafi'i 484;Sufyan mengabarkan kepada kami dari Thalhah bin Yahya, dari bibinya, Aisyah binti Thalhah, dari Aisyah Ummul Mukminin , ia mengatakan: Rasulullah  masuk ke dalam rumahku, lalu aku berkata, “Sesungguhnya kami menyediakan hais untukmu.” Nabi SAW bersabda, “Sebenarnya aku hendak puasa, tetapi hidangkanlah makanan itu.”488;
485;Musnad Syafi'i 485;Ibnu Uyainah mengabarkan kepada kami dari Ibrahim bin Uqbah, dari Kuraib mantan budak Ibnu Abbas, dari Ibnu Abbas : Bahwa Nabi  kembali. Ketika sampai di Rauha, beliau berjumpa dengan serombongan kafilah, maka beliau mengucapkan salam kepada mereka dan bertanya, “Siapakah kaum ini? ” Mereka menjawab, “Kami adalah kaum muslim.” (Lalu mereka balik bertanya), “Siapakah engkau?” Beliau menjawab, “Rasulullah.” Kemudian ada seorang wanita yang mengangkat anaknya dari balik sekedup seraya berkata, “Wahai Rasulullah! Apakah anak ini memperoleh (pahala) ibadah haji?” Nabi SAW menjawab, “Ya dan engkau pun mendapat pahala.” 489;
486;Musnad Syafi'i 486;Malik mengabarkan kepada kami dari Ibrahim bin Uqbah, dan Kuraib mantan budak Ibnu Abbas, dari Ibnu Abbas, ia mengatakan: Rasulullah  pernah melewati seorang perempuan yang sedang berada di dalam sekedupnya, kemudian dikatakan kepadanya bahwa ini adalah Rasulullah . Lalu perempuan tersebut memegang tangan anak laki-laki yang dibawanya, lantas bertanya, “Apakah anak lelaki ini memperoleh (pahala) haji?” Beliau menjawab, ''Ya, kamu pun memperoleh pahala.”490;
487;Musnad Syafi'i 487;"Sa'id bin Salim mengabarkan kepada kami dari Malik bin Maghul, dari Abu Safar, ia mengatakan: Ibnu Abbas pernah berkata, “Hai manusia, perdengarkanlah kepadaku apa yang kalian katakan dan pahamilah apa yang akan kukatakan kepada kalian: Seorang budak yang dihajikan oleh tuannya, lalu ia meninggal dunia sebelum dimerdekakan, berarti ia telah menunaikan hajinya; tetapi jika ia merdeka sebelum meninggal dunia, hendaklah ia menunaikan hajinya (lagi). Dan seorang anak yang dihajikan oleh keluarganya, lalu ia meninggal dunia sebelum baligh, berarti ia telah menunaikan hajinya; tetapi jika ia telah baligh, hendaklah ia berhaji (lagi).' 491";
488;Musnad Syafi'i 488;Ibnu Uyainah mengabarkan kepada kami, ia mengatakan: ia pernah mendengar Az-Zuhri menceritakan hadis dari Sulaiman bin Yasar, dari Ibnu Abbas: Bahwa seorang wanita dari kalangan Bani Khats'am bertanya kepada Nabi . Untuk itu ia berkata, “Sesungguhnya fardhu haji telah ditetapkan oleh Allah atas hamba- hamba-Nya, sedangkan ayahku berusia sangat lanjut, ia tidak mampu duduk tegak di atas unta kendaraannya. Apakah menurutmu aku boleh menghajikannya?” Nabi  menjawab, “Ya.” Sufyan berkata, “Demikianlah yang kami hafal dari Az- Zuhri.” 492;
489;Musnad Syafi'i 489;Amr bin Dinar mengabarkan kepada kami dari Az-Zuhri, dari Sulaiman bin Yasar, dari Nabi dengan hadis-hadis yang semisal, hanya di dalamnya ditambahkan: Wanita itu bertanya, “Wahai Rasulullah! Apakah hal tersebut bermanfaat baginya?” Nabi  menjawab, “Ya, kondisinya sama seandainya dia punya utang, lalu kamu membayarkannya, maka jelas hal itu bermanfaat baginya.”493;
490;Musnad Syafi'i 490;Malik mengabarkan kepada kami dari Az-Zuhri, dari Sulaiman bin Yasar, dari Abdullah bin Abbas, ia mengatakan: Al Fadhl bin Abbas pernah dibonceng di belakang Nabi . Kemudian datang kepada Nabi  seorang wanita dari kalangan Bani Khats'am untuk meminta fatwa dari beliau, sedangkan Al Fadhl memandang ke arah itu, begitu pula sebaliknya. Maka Nabi  memalingkan wajah Al Fadhl ke arah yang lain, dan wanita itu bertanya, “Wahai Rasulullah! Sesungguhnya fardhu haji telah ditetapkan oleh Allah  atas hamba-hamba-Nya, sedangkan ayahku telah mencapai usia yang sangat tua, ia tidak dapat duduk tegak di atas rahilah (unta kendaraanjnya, bolehkah aku menghajikannya (sebagai wakil darinya)?” Nabi SAW menjawab, “Ya.” Hal tersebut terjadi dalam haji Wada'.;
491;Musnad Syafi'i 491;Muslim bin Khalid Az-Zinji mengabarkan kepada kami dari Ibnu Juraij, Ibnu Syihab berkata, “Sulaiman bin Yasar menceritakan kepadaku dari Ibnu Abbas, dari Al Fadhl bin Abbas: Bahwa seorang wanita dari kalangan Bani Khats'am bertanya kepada Rasulullah , 'Sesungguhnya ayahku telah diwajibkan melakukan ibadah haji, sedangkan dia adalah seorang yang sangat lanjut usia, ia tidak mampu duduk tegak di atas punggung unta kendaraannya'. Nabi SAW menjawab, “Maka,, kamu hajikanlah dia.“495;
492;Musnad Syafi'i 492;Amr bin Abu Salamah mengabarkan kepada kami dari Abdul Aziz bin Muhammad, dari Abdurrahman bin Harits Al Makhzumi, dari Zaid bin Ali bin Husain, dari ayahnya, dari Ubaidilah bin Abu Rafi', dari Ali bin Abu Thalib  bahwa Nabi  telah bersabda, “Seluruh Mina adalah tempat penyembelihan kurban.” Kemudian datanglah kepadanya seorang wanita dari kalangan Bani Khats'am, dan wanita itu langsung bertanya, “Sesungguhnya ayahku berusia sangat tua dan pikun, ia terkena kewajiban melakukan ibadah haji yang telah difardhukan oleh Allah atas hamba-hamba-Nya, tetapi dia tidak kuat mengerjakannya, apakah cukup bila aku yang menghajikannya sebagai ganti?” Nabi menjawab, “Ya. ” 496;
